arch,code_hash,ithemal-og_cycles,llvm-rthroughput_cycles,reg_cycles,tsf_cycles
haswell,4983c3014883c710660f7f47f04d39da,97.000000,1,135.8968,107.6146
haswell,4983c4014939dc,99.000000,1,77.8858,99.0836
haswell,4983c4014983fc04,99.000000,1,78.1161,99.0892
haswell,4983c4014c89e048c1e0044883c0104829c44c8d7c240f4983e7f04d85ed,198.000000,1,277.2371,246.3842
haswell,4983c4044983c1044939c4,99.000000,1,105.2261,101.1741
haswell,4983c4104939ec,98.000000,1,78.0435,99.1372
haswell,4983c4104d39e5,99.000000,1,77.9392,99.0258
haswell,4983c4104d39f4,100.000000,1,77.9754,99.0615
haswell,4983c418498b3c24,98.000000,1,82.8170,49.6786
haswell,4983c4184c392424,98.000000,1,84.2839,99.9536
haswell,4983c4184d8b75004c89fa4889de4c89f7,141.000000,1,144.8178,132.4719
haswell,4983c4304c39642410,103.000000,1,83.3024,100.1487
haswell,4983c50141be06000000,98.000000,1,75.6341,98.4838
haswell,4983c504410fb775fc6685f6,93.000000,1,102.1205,99.2362
haswell,4983c5084983c6084839c5,99.000000,1,104.7533,100.7762
haswell,4983c51801c34589be802300004d39ec,98.000000,1,153.4728,111.2389
haswell,4983c5284c3beb,101.000000,1,77.1052,99.0194
haswell,4983c6084883c3084d3bf7,100.000000,1,104.8354,100.7607
haswell,4983c6084d3bf5,100.000000,1,77.1020,98.9998
haswell,4983c60883c8104d39f5884324,130.000000,1,137.6239,110.2195
haswell,4983c6184c39742408,99.000000,1,82.2568,100.2569
haswell,4983c6204d39e6,98.000000,1,77.1842,99.0768
haswell,4983c6284121c44939ee,121.000000,1,106.5348,198.5223
haswell,4983c6404883c3404d39f5,102.000000,1,104.7657,100.6344
haswell,4983c6404d39f5,99.000000,1,77.1060,98.9998
haswell,4983c7014439642424,99.000000,1,83.4775,100.2143
haswell,4983c7014883c5084d39f7,100.000000,1,105.3828,100.5539
haswell,4983c701488b4328483b4330410fb657ff,149.000000,1,166.7924,161.5421
haswell,4983c7014c39bd08ffffff,101.000000,1,83.4614,100.4715
haswell,4983c7014c3b7c2408,99.000000,1,87.3367,100.1339
haswell,4983c7014c3bbd60fdffff,101.000000,1,87.0211,100.4715
haswell,4983c7044939c7,99.000000,1,78.0224,98.7967
haswell,4983c7084c397c24284d892c24,140.000000,1,132.8049,99.8961
haswell,4983c7084c39fa,100.000000,1,78.6240,98.8096
haswell,4983c710438b4cfc08438b54fc0c39d1,124.000000,1,126.6864,116.2378
haswell,4983c7184939df,99.000000,1,78.0223,98.7982
haswell,4983e0f8418b4008498b104c8d0cc24c89c94829d14989ca48c1f90549c1fa034885c9,274.000000,1,292.9576,279.7551
haswell,4983e5f84c89ac24900000004c89ee,96.000000,1,116.6496,99.1551
haswell,4983e5fe4d8b6d00,599.000000,1,77.3278,48.2747
haswell,4983e6f80fb6431c83e07f8d50d383fa02,155.000000,1,153.0002,134.2337
haswell,4983e808498b38488b43184963f54183ed014183fdff48893cf0,197.000000,1,211.3349,178.9716
haswell,4983ec18,98.000000,1,56.1557,98.7454
haswell,4983ec784d89e54929ed4b8b4c3d78488d79e84839df,197.000000,1,188.0275,167.7241
haswell,4983ee014d3b7740,99.000000,1,83.9806,99.4226
haswell,4983ee084c397424484989114d896108,198.000000,1,221.4813,201.5934
haswell,4983ee284c89f2482b54240849837c173000,130.000000,1,139.2498,110.7562
haswell,4983f801,31.000000,1,32.7437,31.9901
haswell,4983f806b906000000490f4ec84c89defc4839c94889df,599.000000,1,207.2731,474.4408
haswell,4983f8f8ba01000000,55.000000,1,57.6954,50.9927
haswell,4983f8fe480f44d04883c008,192.000000,1,127.5961,207.8571
haswell,4983f901890a4c8d55ff4c8d4204,109.000000,1,120.1272,100.7185
haswell,4983f902,31.000000,1,32.4535,32.3326
haswell,4983f90b,31.000000,1,32.4535,32.3326
haswell,4983f9fe4c8d4908480f44c14d39c14c89c9,198.000000,1,152.6754,157.2294
haswell,4983fc0b,31.000000,1,32.3926,32.4893
haswell,4983fc16,31.000000,1,32.3926,32.4893
haswell,4983fe03,31.000000,1,32.1575,32.7972
haswell,4983fe04,33.000000,1,32.1575,32.7972
haswell,4989042449c74424080000000031c0,200.000000,1,205.6342,201.7216
haswell,4989064885c0,97.000000,1,98.9811,98.2340
haswell,4989064983c6084c3bf5,96.000000,1,118.5721,99.0560
haswell,49891c2431ed,98.000000,1,98.7425,123.1014
haswell,49893c24488b374889cf,97.000000,1,98.4264,98.9726
haswell,498945004883c5014883c3104983c5084983c6014c39e5,199.000000,1,205.1006,165.6803
haswell,49894500488b042441c7450800000000488b40084c89f74531f64889442410,1724.000000,1,259.4581,317.9988
haswell,498945008b5314498bbfa00b00004531c9c744240800000000c704240000000041b8100000004c89f6,300.000000,1,270.4015,316.6937
haswell,4989450833db498b46204889c1498b5618482bca48c1f9034885c9,214.000000,1,236.9178,219.8223
haswell,49894538488bbd288b0000,99.000000,1,110.2315,99.2739
haswell,498945f84c39ed,98.000000,1,102.1553,49.6001
haswell,49894658,98.000000,1,104.0199,99.2168
haswell,49894b2848894f384889f9,201.000000,1,206.6798,99.0399
haswell,49895c240849894424104b8d442d01498904244883c4185b415c415d5d,328.000000,1,428.8315,331.6556
haswell,49897f284c8b47204d894720,523.000000,1,151.2120,99.0422
haswell,49898424d000000041c684246c3501000341c68424721700000441c68424711700000441c68424321700000441c68424da15000002488d6c246041c684241b1600000249898424c8000000,800.000000,1,488.3692,808.6158
haswell,49898550010000488b4340488b80500100004885c0,499.000000,1,138.6967,133.3035
haswell,498985a8020000498b4508488b10488b48084839ca,174.000000,1,185.4465,188.6105
haswell,49898780000000498b47708b54241c4885c0,112.000000,1,138.8049,116.6089
haswell,498987f800000041807e610048894424208b44242c89442428,299.000000,1,229.3381,317.3982
haswell,498994245803000041c68424b86f00000441c68424b96f00000441c68424796f00000441c684247c6f00000441c68424826f00000441c684249d6f00000441c684247e6f00000441c684249c6f00000441c68424423a00000480b81d01000000,1005.000000,1,489.9403,964.4938
haswell,4989c0488b40104885c0,397.000000,1,85.5567,98.3578
haswell,4989c04989e931f6b901000000ba0800000048890424bf3f000000,193.000000,1,203.4093,99.0457
haswell,4989c08b4508488b7500488d0cc64c29f148c1f9034885c9,200.000000,1,191.6755,202.3880
haswell,4989c2488b4424400fb654245049891a4589626c4889df4c8954245049894208410fb6426883e201c1e20383c80183e0f109d041884268488b03,841.000000,1,491.5288,969.9233
haswell,4989c24c89ee4889ef4d29ea48894424204983ec014c89d24c89542410,212.000000,1,279.4254,214.6114
haswell,4989c389d04989d248c1e00449034328443828488b5008,805.000000,1,234.3284,215.0434
haswell,4989c40fb6842483010000,69.000000,1,59.0549,48.9103
haswell,4989c431c94c89e24889ee4889df,173.000000,1,136.6936,167.7001
haswell,4989c431db,61.000000,1,55.7679,58.6891
haswell,4989c44863c58b54243c4889c148894424088b4424384829c24839d1,221.000000,1,237.1031,211.5878
haswell,4989c4488b03498b34244889ea488b7878,175.000000,1,159.7126,146.4610
haswell,4989c4488b4308488b08488b40084839c1,176.000000,1,157.2150,169.7225
haswell,4989c4488b4310488b7d604889da4889e64989e5488b004c8924244889442408,224.000000,1,298.9669,229.4070
haswell,4989c4488b842470010000488b542410488bb424780100004d89f0b9010000004c89ffc684242101000001c6842420010000034c8920c78424f0000000000000004889842410010000,500.000000,1,479.8644,489.0150
haswell,4989c4488d40b84889442410498b0680780810,125.000000,1,174.7085,197.2594
haswell,4989c4488d8424800000004d8d6f30488904244c89f84d89e74989c44d85ff,224.000000,1,241.7869,216.2013
haswell,4989c4498b5424304c39f2,99.000000,1,86.6402,98.7080
haswell,4989c449c1e406,51.000000,1,71.6526,49.0822
haswell,4989c44c89284885ed48896808,200.000000,1,162.9134,205.2861
haswell,4989c531d24883c0104d85f649894500,131.000000,1,149.0938,146.3849
haswell,4989c531d24c89ee4c89e7,137.000000,1,110.7587,130.2403
haswell,4989c548898510feffff488b8558fcffff488b7808488b47104883f804,182.000000,1,197.4031,202.1683
haswell,4989c54889e5,61.000000,1,55.5710,56.7312
haswell,4989c5488b00488b40e8498b9c05f00000004885db,899.000000,1,156.5508,159.3647
haswell,4989c5488b43384889dfc7442420000000004889442430,199.000000,1,208.4933,207.2901
haswell,4989c5488b5308488b0a488b7a084839f9,174.000000,1,157.3486,160.4166
haswell,4989c5488b84247003000041837d184049894508,124.000000,1,136.2991,206.8051
haswell,4989c5488d4405ff440fb6204180fc2f,298.000000,1,116.8208,100.3764
haswell,4989c5488d4510498d7d084c89e1ba0400000049894500,152.000000,1,169.7077,159.7673
haswell,4989c548c740080000000048c7401000000000c640180048c740200000000049895d2849c74530000000004883c0104885ed49894500,698.000000,1,489.9175,743.7496
haswell,4989c5498b0424448b23498b5e1049894520458965284885db,286.000000,1,233.2178,279.1656
haswell,4989c5498b4424204989d64889df488b7028488b5030,174.000000,1,191.0986,153.1760
haswell,4989c54c39fb4c89e8,99.000000,1,83.2541,99.1807
haswell,4989c54c8d800000090048c74424780000000048630083f801,399.000000,1,155.0744,141.4517
haswell,4989c54d01c5,60.000000,1,73.0127,98.3557
haswell,4989c58b430485c0,98.000000,1,87.9206,98.5684
haswell,4989c60f1f004d85f6,99.000000,1,83.7358,98.5929
haswell,4989c64183e601,49.000000,1,69.6837,49.4145
haswell,4989c6488b03488b7c2408488b4010488b0048898424e0000000,196.000000,1,217.3273,195.9471
haswell,4989c6488b4040488b40284989c54983e5f8,797.000000,1,131.7300,128.5256
haswell,4989c6488b43204989d54c89e7488b7028488b5030,176.000000,1,191.0827,153.1760
haswell,4989c6488b4368488b4008488b40684885c0,157.000000,1,156.7618,164.6255
haswell,4989c6488b45004489e64889ef,117.000000,1,110.6511,113.1492
haswell,4989c6488b83f0000000498d562848895010488bbbf00000004c897008,198.000000,1,227.5990,207.8560
haswell,4989c6488d458848898570ffffff4883c0104989c40f1f440000bf18000000,199.000000,1,211.3554,190.9800
haswell,4989c6498b8424b000000048c7c7ffffffff4c63a810010000488b980801000048b8000000000000c4014939c5,279.000000,1,186.9526,185.6906
haswell,4989c649d1eea801,98.000000,1,94.8889,98.3145
haswell,4989c64c89f733f6,98.000000,1,82.9979,98.3168
haswell,4989c64d85ed,60.000000,1,56.4505,57.0385
haswell,4989c6662e0f1f8400000000004885db,100.000000,1,82.9352,98.2607
haswell,4989c7488b00f644580120,401.000000,1,102.1744,98.9385
haswell,4989c7488b4508498b7c2408,98.000000,1,101.8646,99.2971
haswell,4989c74989c5488b4d484983e7f04d85ff4c89fa,198.000000,1,167.9340,172.0517
haswell,4989c7498b4648448b4424204180670bfe41896f044488e541895f0c89db83e50f4805f80700004889de45890748c1e6046641c7470802014889c741886f0a4989c5,749.000000,1,490.1634,671.4572
haswell,4989c74c89ff488d7424204533c0488d54242841b601488d4c2430,175.000000,1,194.8641,193.5922
haswell,4989c74d39f4498d5610498d7c24104c89f9,130.000000,1,137.0749,119.3439
haswell,4989c789de4c89ef,97.000000,1,82.6946,97.2718
haswell,4989c80f1f00498d40064983c3024939c2,137.000000,1,148.1709,123.0899
haswell,4989c831c9,61.000000,1,57.2910,58.5565
haswell,4989c90f1f40004c89ca,77.000000,1,82.9508,79.8716
haswell,4989c966904983c1064d39ca0f95c0,200.000000,1,155.3741,203.3250
haswell,4989c98b88e000000048630c884801c8,1899.000000,1,117.4762,108.6634
haswell,4989cd4889d54c8d7424204c8d7c24304c8d4424104889ee4c89e74c89f14c89fa4c890424,270.000000,1,311.3280,251.4573
haswell,4989cf4939df,60.000000,1,56.7977,58.4066
haswell,4989d04983f0014a3b04c6,99.000000,1,88.9176,98.6871
haswell,4989d14981e100f0ffff458b5120,97.000000,1,96.4978,99.4569
haswell,4989d28b164889fd486314904801d0,1402.000000,1,150.0652,137.1046
haswell,4989d40fb656104889fd486314904801d0,1401.000000,1,150.3671,134.0433
haswell,4989d4488b52104885d2,398.000000,1,87.4574,99.1489
haswell,4989d58d50fe4989f6bb080000004c8d3cd510000000,135.000000,1,135.8483,125.7215
haswell,4989d64889d14889d0,93.000000,1,82.7388,89.7579
haswell,4989d74889d1,60.000000,1,55.8760,57.9453
haswell,4989d8488b5c24304889c64531c9b91a0000004889df,153.000000,1,159.1232,144.8969
haswell,4989d8488b5c24304889c64d89e9b9110000004889df,153.000000,1,159.6965,143.4548
haswell,4989d84c89e94c89fa4489e64889c74889c5,186.000000,1,162.9934,188.8476
haswell,4989d84c89f14889ea4889c6bf15000000,137.000000,1,134.6803,129.8833
haswell,4989d94989e8b900002800baa6000000be09000000,131.000000,1,134.1578,118.8584
haswell,4989d94989e8b900024000ba18010000be08000000,129.000000,1,134.1578,118.8584
haswell,4989d94989e8b902000000bafc000000be0b000000,130.000000,1,134.1578,118.8584
haswell,4989d94989e8b910000000bac6000000be0d000000,132.000000,1,134.1578,118.8584
haswell,4989d94989e8b9ffe7ff00ba61000000be06000000,131.000000,1,134.1578,118.8584
haswell,4989da4983c60649f7d24d39d6,117.000000,1,122.0091,101.4707
haswell,4989db4489f94531d249f7db4b8d049e0f1f80000000008b74981848d3e64c09d689f248c1ee1e81e2ffffff3f4989f289549d184883c3014c39eb,597.000000,1,486.7397,567.9456
haswell,4989dc4983e4f0498b0424488b40084883e0f0488b000fb6401083e8103c01,300.000000,1,260.1145,264.3163
haswell,4989dc49c1e4054c01e0488b10488b4008488985c8f8ffff488995c0f8ffff4c8b384d85ff,599.000000,1,314.2190,269.1105
haswell,4989dd,30.000000,1,30.3416,52.7904
haswell,4989dd4c89eb4c89fa48d1fb4989dc49c1e4044d01f4498b6c2408498b3c244c39fd480f46d54885d2,500.000000,1,344.6547,430.2743
haswell,4989dd4c89f6,60.000000,1,55.2770,59.4141
haswell,4989de488b78484885ff,98.000000,1,86.8663,98.9579
haswell,4989de488b7f484885ff,397.000000,1,86.8666,99.0361
haswell,4989de498b4738418b7f18498b5f284d8b67204c635020498b4710489949f7fa4885d2,2613.000000,1,292.5164,1226.0626
haswell,4989e84883c301395c2410,101.000000,1,99.1662,99.0382
haswell,4989e84889d94c89fa4c89f64c89ef,156.000000,1,135.5675,160.7100
haswell,4989e849f7d8448b4c2418488b4c24084c89fe498b164889df4929ed,223.000000,1,220.2566,215.7889
haswell,4989e84d89cf4f8d0c514f8d0c114889cf4883c7404d89eb49c1fb03,199.000000,1,248.2869,210.5190
haswell,4989eb4d29c34d39c3,100.000000,1,95.3149,98.8885
haswell,4989ec4883784800,49.000000,1,58.9061,49.1275
haswell,4989ed41f645df20498b6d08498d5dc8,399.000000,1,111.8863,107.9570
haswell,4989ed4889ee4c89e74d29e54c89e848c1f803480fbdc04883f03f4863d0b83f0000004829d0488d1400,310.000000,1,359.7316,426.4397
haswell,4989ed488d5c24504889c54c8da424c0000000,118.000000,1,110.1189,49.6980
haswell,4989ee488b6b08488b7c24104489fa89ee4129ef4c89f5,205.000000,1,185.4894,193.3399
haswell,4989ee4983e6f0498b3e0fb6571083fa02,151.000000,1,145.3586,131.1575
haswell,4989ee49c1fe034883fd08,99.000000,1,91.3704,98.1022
haswell,4989f04889ef4929d04829f74889f266904883ea010fb60a4c39c2880c17,309.000000,1,333.0271,327.0803
haswell,4989f14929f94c89c949c1f90648c1f9044d85c9,148.000000,1,187.1081,177.9083
haswell,4989f1498b71d04589f84c89e94889ea4489f74c894c2408,598.000000,1,198.9105,178.1891
haswell,4989f483e00731c94183e4074889ef4109c44109d4488d542440,236.000000,1,288.2856,388.8266
haswell,4989f64c89efbe010000004c8944242048894c2418,199.000000,1,201.2483,205.9769
haswell,4989fa4981e200f0ffff458b5a20,97.000000,1,95.4976,98.7973
haswell,4989fa4989c14489fa438d040e4429d24429d083fa01,229.000000,1,233.3060,210.8620
haswell,4989fa4c0350f8,50.000000,1,58.6013,98.8997
haswell,4989fc488b3e807f1002,96.000000,1,102.4636,99.0923
haswell,4989fd48d1ff4983e5f883e703410b7d184439cf,798.000000,1,184.3525,174.6548
haswell,4989fe498b75484889ef,78.000000,1,84.5056,49.2538
haswell,4989ff4889f2,60.000000,1,55.7672,58.3710
haswell,4989ff488b3a488d41184989f44889d54889442420,155.000000,1,167.5758,80.1645
haswell,4989ff4c39fbb8000000004c0f44f84d85ff,197.000000,1,155.0404,205.2197
haswell,498b004889de4c89442410488bb890000000,110.000000,1,144.4391,103.5208
haswell,498b014c8bbde0feffff488b80200100004901f7c4a17c1004b8,197.000000,1,201.1783,199.5036
haswell,498b042431d2488b401848f773084c8924d1488b0b488d43104a890429,6728.000000,1,300.3968,1333.5239
haswell,498b042448899d40feffff4839c348898548feffff,199.000000,1,164.4227,165.4658
haswell,498b04244889df4c8b7808,100.000000,1,101.6257,99.1906
haswell,498b0424488b5328488b7528488b7820,197.000000,1,195.0564,202.8035
haswell,498b0424488d5001498b442408488d3400488d0c0648c1e1024889cf48c1e90648c1ef044839fa,249.000000,1,305.2326,278.5478
haswell,498b042448f7d048858424b0000000410f94c1,198.000000,1,148.4593,207.1236
haswell,498b0424493b442408,98.000000,1,99.3242,98.9347
haswell,498b04244983e5f04983e7f0498b7500488b38,149.000000,1,171.5427,159.4356
haswell,498b04244c397008,98.000000,1,98.1664,98.9876
haswell,498b04244c8944241089d6895424084c89e7,197.000000,1,182.0096,206.1074
haswell,498b04244c89e7488b5020,99.000000,1,101.7542,99.3242
haswell,498b04244c89e74c8b7320,99.000000,1,101.7458,99.3098
haswell,498b04244c8b432031c90fb6104889442408498db85001000084d2,201.000000,1,204.4064,202.2473
haswell,498b04248078080b,99.000000,1,98.1822,98.9084
haswell,498b0424b902000000488378e8000fb6431c0f45e983e07f83f833,205.000000,1,221.1286,149.5216
haswell,498b0631f6488910418b4608498b3e4883c03f4883c70848c1e8068d14c5f8ffffff,250.000000,1,264.0075,132.7744
haswell,498b06483b58e8488d4b01,99.000000,1,98.5941,99.6881
haswell,498b0648894500418b56184989ef4929df83fa404289543b18,207.000000,1,221.7158,206.0212
haswell,498b06488b40084883e0f0488b000fb6401083e8073c03,247.000000,1,214.2453,271.2659
haswell,498b06488b7424304889df4a8b04284889442460,148.000000,1,169.6069,152.8966
haswell,498b06488b75484883e0f0488b38,147.000000,1,148.8722,161.9033
haswell,498b06493b4500,99.000000,1,101.0008,98.9384
haswell,498b064989d84c89e1488b95e8fbffff4c89f6488bbdf8fbffff,161.000000,1,177.5856,152.9683
haswell,498b06498b7f084531ed4889c64889442420,128.000000,1,129.9123,125.9955
haswell,498b064c89ee4c89e74889842490000000,105.000000,1,117.4705,99.8301
haswell,498b06be01000000bf38000000488b28c68424b100000001c68424b00000000348898424a0000000,299.000000,1,344.6725,316.2133
haswell,498b07418b5f10488db42420010000498b7f08488b40088d4bff0fb6400c83e0023c0119d26681e200e86681c200403c0119c083e0e883c04083f9020f43c2ba020000006689842420010000,1173.000000,1,491.8767,456.7133
haswell,498b074883f8ff,49.000000,1,54.3764,48.6392
haswell,498b074889842480000000418b85c000000085c0,123.000000,1,129.1088,107.3812
haswell,498b074889d9be10000000488b40e8410fb6540708,171.000000,1,168.1750,150.5136
haswell,498b07488b742418488b7c24284c89ac24300100004889442440488d8424e00000004889842438010000,297.000000,1,296.3794,319.3203
haswell,498b07498b5708488906488956084983c7284883c6104c39fb,225.000000,1,254.3553,210.5888
haswell,498b07498b77084839f0,97.000000,1,97.8376,99.1225
haswell,498b074a8b7430080fb646103c0d,183.000000,1,147.9683,163.0597
haswell,498b074c632048898558f9ffff4183fc01,108.000000,1,134.4933,110.9450
haswell,498b074c89f64983c710488d78e8,97.000000,1,112.6904,100.6896
haswell,498b0780781017,101.000000,1,98.1825,98.8839
haswell,498b08488b550048896908498b0848894d00488b08488942084989084c8941084889104c89ef,725.000000,1,486.6290,638.6483
haswell,498b0b488b54245089c048890cc28b4424584883c0014439c389442458,597.000000,1,263.7998,257.4442
haswell,498b0c244839084889c3,97.000000,1,97.6700,98.9614
haswell,498b0c24488b8424f000000089d283c30148890cd08b9424f80000004883c20139eb899424f8000000,595.000000,1,298.4871,294.2505
haswell,498b0c244c8b7130488d59284939de,101.000000,1,108.1398,101.4343
haswell,498b0e488b9424b00b0000c64424100148890cc2838424b80b000001488b5b0848395c2418,1495.000000,1,312.0585,643.4207
haswell,498b0e8079080f,104.000000,1,98.1740,98.8601
haswell,498b0e89da488d34d500000000488b3cd14883c2014839c2,165.000000,1,172.0448,168.2910
haswell,498b0f4883f901,49.000000,1,55.0766,47.9800
haswell,498b0f4889c24889ef488b31,125.000000,1,117.1184,103.2012
haswell,498b0f488b334989de488b53084d8b4708488b7c2438,249.000000,1,254.8454,217.3591
haswell,498b0f488b742410488934d14183470801,2000.000000,1,172.4353,618.4930
haswell,498b0f488d72104c89ef4c89e283c301,131.000000,1,140.7711,129.9492
haswell,498b0f4c89fd498b064c8b29450fb665084180fc0b,201.000000,1,210.9770,205.7708
haswell,498b1231c9bf270000004c895c243044894c24284c89542420,299.000000,1,308.2419,316.1802
haswell,498b134c8b82080200004f8d0cf04d8b0cc14d85c9,182.000000,1,145.1609,160.5987
haswell,498b1424488944242831c9488b7424184889df4c896c2430c744243c02000000c7442438020000004889542420488b542428488b442420488954244831d24889442440,699.000000,1,491.3544,665.0494
haswell,498b1424488b4c2420440fb63c2448890cc2418344240801,1998.000000,1,228.3336,618.8497
haswell,498b1424488b8424100300004589c94a8914c8448b8c2418030000488b6d084983c10144898c2418030000,591.000000,1,272.3416,289.8294
haswell,498b1424498d4424084889fb488b52204839ca,132.000000,1,141.2104,125.1089
haswell,498b1424498d47184d896720498957184889420849890424488b7424504c89ff,444.000000,1,451.4980,396.7901
haswell,498b164585ff4c8d24c2,97.000000,1,85.9899,98.8466
haswell,498b164839da,60.000000,1,54.8061,48.8142
haswell,498b16488b4c24080fb6521189d689d74189d040c0ee0340c0ef0241d0e883e20183e60183e7014183e00148f7c1f0ffffff4189d1,458.000000,1,444.0175,404.1377
haswell,498b16488d04c24a8d14ca4839d0,97.000000,1,108.1199,101.0229
haswell,498b16498b4e08,99.000000,1,97.8957,98.6335
haswell,498b1689c089ee0fbe7c02ff,125.000000,1,117.8090,109.1173
haswell,498b1689ee4c89e7,98.000000,1,85.6486,94.5357
haswell,498b174129c64801d3442b73044139ec8b7308,281.000000,1,190.0952,165.9584
haswell,498b17488b2cda8b4d004c8b6d084883f906,226.000000,1,194.6188,206.1548
haswell,498b174c89ee488bbaa02300004889ea,99.000000,1,112.5802,99.6705
haswell,498b178b6c24404c896424104589ec660f1f840000000000488d04764183c40148633c82488d1c8500000000,273.000000,1,275.3342,232.9926
haswell,498b19488b4b284939cd,97.000000,1,97.9988,99.2834
haswell,498b1966817b18cb00,353.000000,1,98.1794,98.5384
haswell,498b1c24498b6d00488bb9080500004885db,148.000000,1,147.3320,151.8542
haswell,498b1c244c8b7028488b03483b4308,197.000000,1,200.4946,215.9937
haswell,498b1e4885db,61.000000,1,53.9131,50.1515
haswell,498b1f488d43104c8dbb100800004889442410488d44242848894424084889ef,599.000000,1,225.1174,211.7751
haswell,498b2b4d8b1031db48c1ed2449c1ea244c39d50f97c3410f92c1410fb6c989d829c8,410.000000,1,331.5818,496.6036
haswell,498b2c24488d7dff4885ff49893c24,599.000000,1,115.3885,106.9567
haswell,498b3089d2488d1496443b2a,202.000000,1,121.2874,105.6582
haswell,498b32488d7ef84c8d46f049893a4c8b6ef84d8902488b6ef0488b7308f686ab00000020,659.000000,1,348.5069,322.8831
haswell,498b340931ff4885f6,100.000000,1,87.4573,98.7516
haswell,498b34244889ef31c931d2,130.000000,1,110.2260,120.9601
haswell,498b3424488b7c24084183e00d31c989ea,137.000000,1,130.7382,137.6813
haswell,498b34244c8d40c04885c04889e94c89e24c89ff4d0f44c54883e1fe4531c9,299.000000,1,261.7263,316.0919
haswell,498b3648c78424c801000000000000c78424d001000000000000c78424d401000000000000c78424d8010000000000004883c010c68424e001000000c68424e10100000048898424c0010000488d8424c00100004889c34889c748898424f0000000,801.000000,1,491.8002,795.3716
haswell,498b36498b5608488d47104889074801f2,135.000000,1,155.5392,142.9467
haswell,498b374889c34889442428418b871002000048895424304885f68954243848c78424100100000000000089842418010000,501.000000,1,456.2389,507.1697
haswell,498b37498b3c2483c3014983c7084983c408,147.000000,1,146.0391,98.6469
haswell,498b37498b57084889df,97.000000,1,96.9163,99.2403
haswell,498b3831d2be01000000,85.000000,1,86.4575,85.6027
haswell,498b38488d4fff4885c9498908,600.000000,1,115.5060,104.5849
haswell,498b3c244889c6,51.000000,1,52.4086,55.3551
haswell,498b3c244989c7,49.000000,1,52.3566,57.3315
haswell,498b3c2449c74424180000000049c744241000000000,197.000000,1,189.3823,202.8606
haswell,498b3e0f1f8400000000004889542428,98.000000,1,101.6842,99.5904
haswell,498b3e31c94c89e64c89fa,136.000000,1,107.9455,131.2032
haswell,498b3e41bd01000000,54.000000,1,51.5906,47.7262
haswell,498b3e4889c6,60.000000,1,52.4080,56.0502
haswell,498b3e488bb7880100004883feff,97.000000,1,98.0858,99.0210
haswell,498b3e498b460831ed4989e44829f848c1f8024839c5,222.000000,1,189.1516,199.2724
haswell,498b3e498d46104839c7,99.000000,1,86.3829,97.2872
haswell,498b3e498dad80000000,61.000000,1,52.0779,48.8140
haswell,498b3f4889e931f64889da,136.000000,1,107.1533,128.4411
haswell,498b40184889442430488b7c24104889d6,106.000000,1,125.8153,107.1359
haswell,498b40284889c7488944241831c04839d7,142.000000,1,143.9100,130.8521
haswell,498b40284c8d8c24900000004889842490000000837c247840,157.000000,1,144.4873,136.9023
haswell,498b41084883e0f0488b008078101c4889442408,172.000000,1,186.5441,189.8396
haswell,498b41084d89e04909c04883e0f84183e0074909c04c89c04883e0f0488b10f6421108,299.000000,1,319.7488,276.4854
haswell,498b42084c8b58104d85db,99.000000,1,97.9784,98.9121
haswell,498b42184e8b1cf8418b4424182b44240883f801,197.000000,1,194.3086,204.1674
haswell,498b442408498b342431c94c8b4424308a4c244f4889df488b5030,249.000000,1,252.6498,225.4030
haswell,498b442408498b5c24104885c0,99.000000,1,97.7497,98.9644
haswell,498b4424088b403c8d048039e8,130.000000,1,109.7977,117.3103
haswell,498b442410458d6f014489ea488b0cd0488b550048899424f000000048390a,200.000000,1,258.5056,209.4816
haswell,498b442410488b5308488bb8900000004889d64889542420,148.000000,1,160.9955,154.2461
haswell,498b44241083f8204189c6410f94c283f808410f94c34508da,298.000000,1,268.7695,198.3056
haswell,498b4424184885c048894318,536.000000,1,100.7248,99.0884
haswell,498b44241848894310837c243840,97.000000,1,126.5741,100.2683
haswell,498b44241848894424204883e0f0488b500831c0f6c208,199.000000,1,181.6645,171.2806
haswell,498b4424184889c24883c4105d5b415f415e415c,314.000000,1,330.1701,317.7159
haswell,498b442418488b8d18fdffff488bbd28fdffff48898d00ffffff488b304889f248035008,249.000000,1,285.1939,314.2924
haswell,498b44241848c745b00000000048898578ffffff498b4424104885c048898570ffffff,299.000000,1,287.6507,319.7448
haswell,498b442418498b4d004889c74889ca4883e7f84883e2f88b721839771848897c2420,247.000000,1,289.1702,256.1656
haswell,498b442418498b75180fb77810663b7e10,199.000000,1,200.6319,204.3241
haswell,498b4424184c89f64d8b2c24488d78e8,98.000000,1,112.6721,100.7435
haswell,498b4424204863d3488b8dc0feffff488bb5c8feffff488bbdb8feffff4c8b6cd008498b9598000000,298.000000,1,302.7940,315.6198
haswell,498b442420492b44241848c1f80369c049922449f7d041894508,177.000000,1,188.0305,180.6355
haswell,498b4424204b8d1480488d04d0488b288b500866817d18cb00,453.000000,1,225.1159,231.0945
haswell,498b44242080784800,100.000000,1,98.2457,98.9975
haswell,498b4424208b10,99.000000,1,98.0641,48.0989
haswell,498b442420ba01000000488b7828488b70304c8b30,192.000000,1,206.2411,200.8283
haswell,498b442428498b55284889442420488b4210488b52084839d0,198.000000,1,225.2712,220.2244
